,userId,movieId,rating
1802,1594,3,5
1810,1601,3,4
1811,1602,3,4
1816,1606,3,5
1817,1607,3,5
1819,1609,3,5
1820,1610,3,3
1824,862,3,4
1832,26,3,2
1833,1619,3,5
1834,1620,3,4
1844,1627,3,5
1849,1632,3,5
1850,1633,3,1
1858,1640,3,2
1859,1641,3,3
1862,1644,3,1
1865,1647,3,4
1871,1651,3,5
1876,1655,3,5
1879,1658,3,4
1882,1661,3,5
1887,1666,3,3
1894,1671,3,5
1902,1678,3,4
1903,1679,3,5
1905,1681,3,4
1906,1682,3,3
1919,1694,3,3
1920,1695,3,5
1933,36,3,5
1934,1706,3,4
1937,1708,3,5
1938,1709,3,4
1943,1713,3,1
1948,1716,3,3
1968,1733,3,5
1970,1735,3,1
1985,1749,3,5
1995,1755,3,4
1998,1758,3,5
2001,901,3,5
2003,1762,3,5
2005,1764,3,5
2011,1769,3,3
2012,1770,3,5
2018,1776,3,3
2024,1781,3,5
2025,1782,3,5
2026,1783,3,5
2027,1784,3,5
2039,1795,3,3
2041,1797,3,4
2045,1799,3,3
2051,1804,3,5
2054,394,3,4
2057,1808,3,5
2060,1810,3,4
2077,1823,3,2
2082,48,3,3
2095,1839,3,3
2096,1840,3,4
2097,917,3,1
2107,1849,3,5
2109,1851,3,5
2110,404,3,5
2120,1860,3,5
2126,1866,3,3
2131,1869,3,4
2132,1870,3,5
2136,1874,3,3
2140,1877,3,2
2150,1886,3,5
2151,1887,3,3
2168,1902,3,5
2170,1904,3,4
2171,1905,3,3
2172,1906,3,5
2189,1921,3,5
2193,1925,3,2
2194,1926,3,5
2200,1930,3,3
2202,1932,3,3
2206,1936,3,5
2208,1938,3,5
2211,1941,3,5
2212,1942,3,2
2226,937,3,3
2229,1956,3,5
2240,941,3,4
2247,1970,3,4
2249,1972,3,4
2250,1973,3,5
2259,1980,3,5
2262,1983,3,4
2266,427,3,2
2274,1992,3,5
2278,1995,3,3
2292,2008,3,5
2304,2019,3,5
2305,2020,3,5
2315,2028,3,4
2327,439,3,4
2331,2040,3,4
2340,2048,3,2
2341,2049,3,5
2343,2051,3,4
2344,2052,3,5
2348,79,3,2
2351,2058,3,3
2356,2063,3,3
2358,2065,3,3
2359,967,3,3
2360,82,3,5
2371,969,3,5
2376,2079,3,2
2380,972,3,5
2381,446,3,5
2400,2097,3,5
2403,2099,3,4
2404,2100,3,5
2407,2103,3,5
2409,2104,3,5
2411,2106,3,5
2412,2107,3,4
2413,2108,3,2
2419,456,3,3
2429,979,3,5
2430,2122,3,4
2443,2135,3,5
2453,2143,3,5
2457,462,3,2
2460,2148,3,2
2461,2149,3,5
2462,95,3,3
2465,986,3,5
2470,2153,3,5
2480,2161,3,2
2491,2171,3,3
2492,2172,3,5
2495,993,3,5
2496,2174,3,4
2497,2175,3,5
2504,473,3,5
2522,2197,3,3
2525,2200,3,4
2527,2202,3,1
2530,2205,3,2
2531,2206,3,4
2534,2209,3,4
2542,2216,3,4
2552,2225,3,5
2558,1005,3,5
2565,2234,3,4
2568,2237,3,4
2569,2238,3,5
2577,2246,3,3
2593,105,3,5
2604,107,3,5
2611,2270,3,5
2617,109,3,5
2618,2275,3,3
2620,2277,3,2
2624,1025,3,4
2629,2284,3,3
2630,2285,3,5
2632,2287,3,4
2635,487,3,1
2638,2291,3,3
2641,2293,3,5
2665,2311,3,3
2671,495,3,2
2685,2328,3,5
2690,2332,3,5
2701,1041,3,4
2716,2355,3,5
2717,499,3,5
2722,2359,3,2
2730,2365,3,4
2735,2370,3,5
2740,2374,3,5
2741,2375,3,5
2750,2382,3,3
2756,2388,3,5
2760,504,3,2
2761,1055,3,5
2764,2392,3,4
2768,2395,3,5
2769,2396,3,3
2788,508,3,4
2789,2410,3,5
2795,2415,3,5
2804,2423,3,1
2811,2430,3,4
2814,2433,3,1
2815,2434,3,5
2819,2437,3,3
2825,2442,3,5
2831,513,3,3
2834,2450,3,2
2837,2453,3,5
2839,2455,3,3
2841,2457,3,4
2847,2462,3,5
2851,2465,3,2
2855,2468,3,1
2857,2470,3,5
2860,2473,3,5
2864,2476,3,2
2868,2480,3,3
2872,2484,3,5
2873,2485,3,1
2879,2490,3,4
2882,2493,3,3
2883,2494,3,5
2884,2495,3,2
2890,2501,3,3
2898,2507,3,3
2900,2509,3,5
2902,2511,3,2
2906,2513,3,5
2908,2514,3,5
2909,2515,3,5
2913,2519,3,4
2919,2522,3,4
2921,2524,3,5
2924,1098,3,4
2929,2530,3,4
2936,2536,3,3
2942,2541,3,4
2944,2543,3,2
2950,2547,3,4
2958,1109,3,5
2962,533,3,5
2963,2557,3,5
2967,2560,3,5
2973,136,3,5
2974,2566,3,3
2979,2570,3,4
2990,2578,3,3
2992,2580,3,3
2996,2584,3,3
3000,2588,3,5
3009,2596,3,4
3017,2603,3,5
3023,2607,3,5
3027,2611,3,5
3030,1130,3,1
3032,2614,3,1
3033,2615,3,5
3043,2624,3,3
3044,2625,3,2
3050,2631,3,3
3055,2635,3,5
3062,2641,3,5
3063,2642,3,5
3066,2645,3,5
3077,2656,3,2
3078,2657,3,4
3079,2658,3,5
3086,2664,3,2
3096,2674,3,2
3098,1137,3,5
3099,2676,3,5
3100,2677,3,5
3108,2684,3,4
3109,2685,3,5
3114,2689,3,5
3115,2690,3,4
3128,2702,3,5
3133,2706,3,3
3134,1144,3,3
3141,2712,3,5
3142,2713,3,3
3143,2714,3,2
3148,2719,3,2
3157,2726,3,3
3159,2728,3,2
3160,2729,3,5
3175,155,3,4
3177,2744,3,5
3187,2752,3,5
3189,2754,3,1
3194,2758,3,5
3208,2768,3,3
3209,1155,3,5
3212,2771,3,5
3221,165,3,4
3227,2781,3,4
3229,1163,3,2
3235,2787,3,3
3236,2788,3,1
3243,2795,3,3
3244,2796,3,5
3245,1167,3,4
3246,2797,3,3
3250,2801,3,4
3253,2804,3,4
3263,2813,3,5
3276,2819,3,4
3289,2830,3,5
3293,2834,3,5
3297,2837,3,4
3298,1176,3,5
3302,2840,3,4
3318,2852,3,3
3326,2859,3,5
3330,2863,3,5
3335,2867,3,5
3336,2868,3,5
3341,2873,3,4
3352,2883,3,5
3354,2885,3,5
3358,585,3,2
3359,2889,3,5
3360,1183,3,3
3361,2890,3,5
3362,2891,3,3
3364,2893,3,5
3370,2899,3,5
3381,2909,3,5
3382,2910,3,4
3392,2918,3,4
3399,2924,3,5
3403,2928,3,5
3406,2931,3,3
3409,2934,3,5
3416,597,3,5
3419,598,3,5
3421,1197,3,3
3436,2956,3,5
3453,2969,3,5
3455,2971,3,5
3462,2975,3,3
3465,191,3,4
3468,2979,3,3
3476,2985,3,3
3486,2995,3,5
3489,612,3,5
3495,3003,3,3
3500,199,3,3
3507,3013,3,5
3508,1216,3,4
3519,3022,3,3
3523,3026,3,4
3533,1221,3,5
3541,3041,3,4
3546,619,3,4
3560,3056,3,5
3566,3062,3,3
3570,3066,3,3
3571,3067,3,4
3572,3068,3,5
3581,630,3,4
3583,3075,3,4
3586,3078,3,5
3606,3096,3,1
3609,3099,3,4
3611,209,3,4
3626,3114,3,4
3631,1237,3,5
3632,3119,3,1
3633,3120,3,4
3634,211,3,3
3637,3123,3,4
3640,1241,3,5
3646,3130,3,2
3651,1243,3,5
3657,212,3,4
3689,3167,3,5
3692,3170,3,5
3698,3176,3,4
3704,3181,3,5
3709,650,3,5
3712,3186,3,5
3713,3187,3,2
3714,3188,3,3
3722,653,3,2
3724,3197,3,2
3734,3206,3,3
3740,3212,3,5
3742,3214,3,4
3755,3225,3,5
3760,3228,3,5
3765,3232,3,3
3766,3233,3,5
3770,221,3,5
3775,3239,3,5
3778,661,3,5
3782,3244,3,2
3795,665,3,5
3798,1265,3,4
3800,225,3,3
3810,3266,3,5
3814,3270,3,5
3823,3279,3,4
3825,3281,3,4
3826,3282,3,5
3830,3286,3,5
3835,3291,3,4
3838,3294,3,4
3840,3296,3,3
3841,3297,3,4
3847,3303,3,5
3860,3314,3,3
3865,3318,3,5
3869,3322,3,5
3870,3323,3,3
3874,3326,3,4
3876,3328,3,4
3878,234,3,5
3879,1278,3,5
3882,3332,3,2
3883,3333,3,2
3885,3334,3,4
3893,1281,3,5
3895,3341,3,4
3897,3343,3,2
3899,3345,3,4
3908,3353,3,5
3909,3354,3,3
3910,3355,3,4
3934,3375,3,5
3935,3376,3,5
3938,3379,3,3
3941,3382,3,2
3945,3386,3,5
3949,3390,3,1
3954,3395,3,3
3971,3409,3,4
3976,3414,3,3
3982,3418,3,5
3991,3424,3,5
3998,3429,3,1
4003,3433,3,4
4004,3434,3,5
4010,3440,3,1
4013,3443,3,2
4038,1302,3,4
4042,3466,3,5
4043,3467,3,3
4052,3474,3,5
4061,3481,3,3
4065,3484,3,5
4072,3491,3,5
4074,705,3,4
4078,3496,3,4
4079,3497,3,4
4081,1312,3,4
4083,706,3,5
4088,3503,3,3
4089,3504,3,2
4096,3510,3,4
4101,251,3,3
4106,3516,3,5
4108,3518,3,5
4114,3522,3,2
4126,3532,3,5
4140,3542,3,5
4141,3543,3,3
4152,3553,3,5
4155,3555,3,2
4156,3556,3,3
4157,3557,3,3
4158,3558,3,2
4162,3562,3,5
4174,1328,3,3
4180,3578,3,3
4183,1332,3,5
4187,3582,3,2
4194,3588,3,4
4198,3592,3,5
4199,3593,3,4
4204,3598,3,4
4206,3599,3,4
4207,3600,3,5
4210,3602,3,4
4214,3606,3,5
4215,3607,3,5
4221,3611,3,4
4223,3613,3,5
4224,3614,3,4
4230,3619,3,3
4235,3623,3,5
4243,266,3,3
4246,1339,3,5
4260,3641,3,5
4263,3642,3,3
4265,3644,3,5
4267,269,3,5
4273,737,3,3
4277,3653,3,2
4284,3655,3,5
4285,3656,3,2
4305,3672,3,1
4309,3674,3,4
4311,3676,3,5
4313,3678,3,3
4314,3679,3,5
4316,3681,3,5
4327,3690,3,5
4330,748,3,2
4333,3695,3,2
4336,3697,3,5
4347,3708,3,3
4355,3713,3,5
4360,752,3,4
4361,1362,3,3
4369,3724,3,3
4370,3725,3,3
4374,3729,3,5
4378,3733,3,4
4381,3735,3,5
4386,3739,3,3
4398,3751,3,5
4399,3752,3,5
4407,3758,3,5
4410,3761,3,2
4414,3764,3,3
4416,3766,3,5
4422,3771,3,5
4439,3784,3,4
4454,3795,3,5
4464,3803,3,5
4475,3813,3,3
4477,3815,3,2
4481,3819,3,4
4484,3820,3,3
4491,3827,3,5
4493,3829,3,3
4499,3835,3,5
4501,3837,3,5
4525,3855,3,4
4537,3865,3,5
4543,3869,3,5
4551,3877,3,5
4554,3880,3,5
4558,3884,3,1
4559,3885,3,5
4563,3889,3,5
4566,1408,3,3
4567,3892,3,5
4568,3893,3,5
4577,3902,3,4
4580,3905,3,4
4585,3908,3,5
4588,3911,3,4
4590,3913,3,5
4593,1418,3,3
4601,790,3,5
4602,3921,3,4
4606,3925,3,3
4607,3926,3,4
4633,3947,3,4
4635,3948,3,2
4647,317,3,5
4655,318,3,5
4659,3965,3,5
4661,3967,3,5
4662,1431,3,5
4673,3976,3,5
4677,3980,3,3
4681,3982,3,5
4687,3988,3,1
4688,3989,3,4
4689,3990,3,5
4691,3992,3,2
4692,3993,3,4
4693,3994,3,1
4694,322,3,5
4695,3995,3,3
4697,3997,3,2
4711,807,3,2
4712,4006,3,5
4713,4007,3,5
4728,4020,3,4
4732,4024,3,4
4735,4027,3,3
4744,4033,3,5
4765,819,3,5
4780,4061,3,3
4783,4064,3,5
4786,4067,3,4
4787,4068,3,5
4791,336,3,3
4798,4075,3,5
4800,4077,3,2
4827,341,4,4
4829,343,4,3
4831,830,4,3
4843,4097,4,4
4849,4102,4,2
4850,4103,4,3
4852,4105,4,5
4856,353,4,5
4865,4115,4,2
4869,4118,4,3
4870,4119,4,4
4874,357,4,3
4879,22,4,5
4883,23,4,4
4884,1600,4,2
4891,25,4,4
4901,1633,4,4
4903,4132,4,4
4904,4133,4,1
4905,4134,4,5
4906,1640,4,4
4907,4135,4,3
4911,372,4,4
4927,1695,4,4
4929,35,4,3
4930,377,4,3
4933,36,4,5
4935,4150,4,3
4941,4153,4,3
4943,1724,4,4
4952,898,4,3
4966,1771,4,3
4967,4166,4,5
4986,4170,4,2
4987,401,4,4
4988,4171,4,4
4991,917,4,3
4993,918,4,3
4994,4174,4,2
4996,4176,4,4
5013,4184,4,2
5015,4185,4,4
5016,4186,4,4
5017,4187,4,4
5019,412,4,3
5023,1907,4,3
5026,1910,4,4
5028,1913,4,3
5030,4191,4,3
5033,1925,4,3
5034,1926,4,3
5035,4192,4,5
5037,4194,4,5
5045,1946,4,3
5051,1957,4,2
5065,1997,4,3
5070,4212,4,3
5074,4216,4,5
5085,2029,4,5
5086,958,4,5
5094,2053,4,4
5095,80,4,3
5096,2063,4,4
5098,2064,4,5
5101,2067,4,3
5102,2071,4,4
5104,4227,4,4
5110,4231,4,4
5114,975,4,3
5120,2106,4,5
5122,4234,4,4
5125,4237,4,4
5127,2133,4,3
5133,2148,4,4
5143,4244,4,3
5150,4248,4,4
5151,4249,4,3
5154,2190,4,5
5165,2210,4,5
5168,100,4,5
5174,4259,4,4
5175,2230,4,2
5181,2245,4,3
5182,2247,4,4
5184,2249,4,5
5185,4264,4,4
5188,1017,4,5
5202,4277,4,2
5204,485,4,3
5208,490,4,4
5217,4282,4,2
5221,4284,4,4
5225,4287,4,3
5234,2355,4,4
5236,4293,4,5
5237,2361,4,3
5240,4294,4,4
5241,2374,4,2
5246,4298,4,4
5249,4299,4,3
5251,4300,4,1
5253,1059,4,3
5263,4308,4,3
5265,2451,4,4
5277,2480,4,4
5289,2507,4,3
5292,2515,4,4
5293,132,4,3
5301,4323,4,2
5313,4327,4,3
5318,2570,4,3
5321,4333,4,3
5330,4336,4,4
5331,2597,4,4
5335,2600,4,2
5336,4338,4,4
5346,4342,4,3
5349,4344,4,4
5350,2646,4,3
5352,2650,4,5
5359,4349,4,1
5364,4353,4,3
5372,2695,4,4
5391,2732,4,4
5407,4376,4,3
5421,4384,4,2
5425,4386,4,2
5427,572,4,3
5431,4389,4,4
5432,2831,4,4
5436,172,4,2
5437,174,4,4
5440,2844,4,4
5443,4394,4,3
5445,4396,4,5
5450,2861,4,1
5458,583,4,2
5459,4405,4,3
5471,2894,4,4
5480,4416,4,2
5481,4417,4,4
5490,2925,4,4
5495,4424,4,3
5499,4425,4,5
5501,598,4,3
5503,188,4,4
5506,2954,4,5
5510,4429,4,3
5513,4430,4,2
5515,190,4,5
5516,4431,4,4
5520,4433,4,5
5528,4436,4,5
5533,3007,4,4
5537,4440,4,5
5543,3033,4,3
5550,4445,4,5
5552,201,4,2
5555,4447,4,5
5560,3060,4,3
5573,4454,4,3
5577,4457,4,3
5587,210,4,1
5598,4464,4,3
5601,4467,4,4
5602,3145,4,3
5603,4468,4,3
5604,3155,4,4
5618,4472,4,4
5624,4475,4,5
5632,658,4,2
5633,3232,4,2
5634,4479,4,5
5642,662,4,3
5644,4485,4,4
5647,4486,4,2
5657,229,4,5
5659,4489,4,3
5660,3288,4,3
5668,4491,4,5
5671,3315,4,5
5675,4493,4,3
5697,237,4,1
5700,3384,4,4
5701,4500,4,3
5712,4508,4,5
5719,4512,4,4
5720,4513,4,4
5730,3455,4,4
5732,4517,4,4
5739,4522,4,3
5740,3465,4,5
5745,3470,4,5
5753,4529,4,5
5754,4530,4,3
5756,4532,4,2
5763,1314,4,4
5773,711,4,2
5779,4540,4,4
5782,4541,4,5
5785,4542,4,5
5786,1325,4,4
5787,3540,4,4
5794,3573,4,5
5800,3583,4,5
5803,3589,4,4
5810,259,4,3
5811,3608,4,2
5818,4553,4,5
5820,266,4,4
5825,3636,4,2
5834,3648,4,4
5836,270,4,5
5840,4563,4,2
5847,3668,4,4
5861,4572,4,5
5862,4573,4,5
5864,3707,4,4
5873,4579,4,4
5882,4585,4,3
5884,1372,4,5
5892,1377,4,4
5895,3773,4,4
5899,4592,4,4
5906,4596,4,3
5907,4597,4,3
5916,3808,4,4
5921,3817,4,2
5927,3824,4,2
5933,3835,4,2
5940,3842,4,3
5942,3845,4,4
5943,4611,4,4
5948,3852,4,4
5954,4615,4,5
5957,779,4,3
5984,312,4,5
5990,3934,4,4
5991,3935,4,4
5996,4633,4,2
5997,3950,4,4
6002,4636,4,4
6007,4639,4,4
6014,3980,4,5
6015,4644,4,2
6016,321,4,2
6020,3989,4,4
6025,3993,4,4
6030,4653,4,5
6031,4654,4,5
6034,327,4,2
6036,812,4,5
6037,4657,4,4
6039,4025,4,5
6044,333,4,3
6053,4662,4,2
6068,1476,4,3
6076,1484,5,3
6077,1486,5,2
6078,342,5,4
6086,4677,5,5
6087,1492,5,5
6088,4678,5,5
6099,4682,5,5
6118,4690,5,5
6119,4691,5,3
6121,4693,5,4
6126,4695,5,5
6132,4698,5,5
6135,4700,5,3
6136,4701,5,5
6138,4702,5,5
6139,4097,5,5
6141,4704,5,5
6143,1524,5,4
6150,4709,5,5
6160,4715,5,5
6162,1535,5,5
6165,4718,5,5
6167,350,5,5
6170,4722,5,4
6176,1544,5,5
6177,353,5,4
6186,4726,5,4
6188,1549,5,1
6192,4730,5,5
6200,4734,5,5
6207,15,5,5
6212,851,5,5
6213,4742,5,5
6215,4744,5,5
6220,4747,5,5
6222,4748,5,5
6223,1566,5,5
6226,4749,5,5
6238,4756,5,5
6241,4757,5,5
6242,4758,5,1
6243,4759,5,5
6248,4762,5,5
6255,1586,5,5
6257,4765,5,3
6259,4767,5,5
6264,4770,5,4
6270,22,5,5
6272,4777,5,5
6275,4779,5,1
6276,4780,5,5
6284,4786,5,4
6286,1599,5,5
6298,1607,5,5
6301,4795,5,5
6304,4797,5,5
6306,4798,5,5
6312,4804,5,5
6322,1616,5,5
6323,1617,5,5
6331,4817,5,5
6335,4820,5,5
6346,4827,5,3
6348,4829,5,5
6356,4132,5,5
6361,4834,5,4
6362,4134,5,5
6368,870,5,5
6370,871,5,5
6376,4843,5,4
6378,4845,5,5
6379,4846,5,4
6389,371,5,5
6390,872,5,5
6391,1646,5,5
6392,4855,5,5
6394,4857,5,5
6398,874,5,5
6399,4859,5,5
6401,4860,5,5
6405,4863,5,5
6407,4138,5,5
6411,1664,5,5
6412,1665,5,5
6414,1667,5,4
6424,4874,5,5
6426,1672,5,5
6431,4875,5,5
6433,4876,5,5
6434,4877,5,4
6448,4147,5,5
6450,1690,5,5
6455,4889,5,4
6456,4890,5,4
6458,4891,5,5
6471,1705,5,5
6473,4894,5,5
6487,1716,5,5
6488,4900,5,5
6491,4903,5,3
6495,1720,5,5
6500,4907,5,5
6501,4908,5,3
6510,1728,5,5
6511,4156,5,4
6514,1733,5,5
6518,1735,5,5
6520,4919,5,5
6523,4921,5,5
6527,891,5,5
6543,385,5,5
6547,42,5,5
6549,4934,5,5
6550,4935,5,5
6551,4936,5,3
6553,4938,5,5
6557,4940,5,5
6560,4943,5,5
6562,4945,5,5
6574,4953,5,5
6576,1765,5,5
6578,4955,5,4
6585,4958,5,5
6587,43,5,5
6589,4960,5,5
6597,4963,5,5
6600,1785,5,5
6602,45,5,5
6603,4966,5,5
6615,1791,5,5
6630,1800,5,4
6637,1808,5,5
6645,4996,5,5
6649,4168,5,5
6650,911,5,5
6651,5000,5,5
6656,4169,5,5
6662,1817,5,5
6671,5013,5,5
6673,4170,5,5
6674,400,5,5
6679,1829,5,5
6680,5018,5,5
6681,5019,5,4
6694,5028,5,5
6701,5031,5,5
6702,1842,5,3
6705,5032,5,3
6707,50,5,4
6708,1844,5,4
6710,5033,5,5
6715,5036,5,5
6716,5037,5,5
6719,405,5,5
6721,406,5,5
6729,1859,5,5
6732,1860,5,5
6735,5042,5,5
6752,5052,5,5
6757,5055,5,5
6761,409,5,4
6762,5058,5,4
6763,410,5,5
6764,1879,5,4
6766,5060,5,5
6768,5061,5,4
6771,1882,5,5
6772,5063,5,5
6777,5067,5,5
6787,5074,5,5
6789,5075,5,3
6792,5078,5,5
6798,4187,5,5
6805,5086,5,5
6819,5097,5,5
6827,5104,5,5
6829,1916,5,5
6831,1918,5,5
6833,415,5,2
6836,5107,5,4
6839,1922,5,4
6846,5112,5,4
6853,62,5,5
6859,5121,5,3
6865,5125,5,5
6880,1949,5,5
6882,4200,5,5
6886,5136,5,5
6890,5140,5,5
6891,5141,5,5
6892,5142,5,4
6893,5143,5,5
6899,1955,5,5
6926,5168,5,4
6929,421,5,5
6931,5172,5,5
6932,5173,5,5
6937,1972,5,4
6944,5179,5,5
6948,5181,5,5
6949,5182,5,4
6953,5184,5,5
6958,5186,5,5
6967,1987,5,5
6971,5194,5,4
6975,4208,5,5
6976,1992,5,5
6978,5197,5,5
6983,430,5,5
6990,5204,5,5
7005,2012,5,2
7007,5214,5,5
7017,2019,5,5
7025,5222,5,5
7039,5231,5,5
7042,2032,5,5
7044,2036,5,5
7068,5245,5,5
7077,5250,5,5
7087,2060,5,5
7092,5257,5,4
7093,5258,5,5
7094,5259,5,5
7103,2072,5,5
7109,5268,5,5
